HOJA	POSICION	COLUMNA_ORIGINAL	COLUMNA_NORMALIZADA	TIPO_OBSERVADO	EJEMPLOS_ENMASCARADOS	NULOS	NO_NULOS	VALORES_DISTINTOS	POSIBLE_SIGNIFICADO	CAMPO_DESTINO_CANDIDATO	NIVEL_RESPALDO	TRANSFORMACION_CANDIDATA	RIESGO	ESTADO_MAPEO	OBSERVACIONES
DatosAlumnos	44	CODIGOCARRERA	CODIGOCARRERA	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	13707	109	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	45	EMPRESA	EMPRESA	CODIGO_O_TEXTO_CORTO | NUMERO | SI_NO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO> | <NUMERO> | <SI_NO>	7842	5865	3543	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	46	ACTIVIDAD	ACTIVIDAD	CODIGO_O_TEXTO_CORTO | SI_NO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO> | <SI_NO>	7620	6087	2652	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	47	DIRECCION_EMPRESA	DIRECCION_EMPRESA	CODIGO_O_TEXTO_CORTO | NUMERO | SI_NO | TEXTO	<CODIGO_O_TEXTO_CORTO> | <TEXTO> | <NUMERO> | <SI_NO>	8046	5661	3901	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	48	CIUDAD_EMPRESA	CIUDAD_EMPRESA	CODIGO_O_TEXTO_CORTO | SI_NO | TEXTO	<CODIGO_O_TEXTO_CORTO> | <TEXTO> | <SI_NO>	7583	6124	51	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	49	COMUNA_EMPRESA	COMUNA_EMPRESA	CODIGO_O_TEXTO_CORTO | SI_NO | TEXTO	<CODIGO_O_TEXTO_CORTO> | <TEXTO> | <SI_NO>	7567	6140	184	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	50	CANTIDADDEHIJOS	CANTIDADDEHIJOS	NUMERO	<NUMERO>	11470	2237	7	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	51	TRAMODERENTA	TRAMODERENTA	TEXTO	<TEXTO>	8	13699	10	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	52	NOMBREEMPRESA	NOMBREEMPRESA	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	13564	143	57	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	53	ANOEGRESOENSENANZAMEDIA	ANOEGRESOENSENANZAMEDIA	NUMERO	<NUMERO>	0	13707	60	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	54	NOTAENSENANZAMEDIA	NOTAENSENANZAMEDIA	NUMERO | TEXTO	<NUMERO> | <TEXTO>	183	13524	219	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	55	RUT EJECUTIVO	RUT_EJECUTIVO	CODIGO_O_TEXTO_CORTO | NUMERO	<NUMERO> | <CODIGO_O_TEXTO_CORTO>	0	13707	66	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	56	NOMBRE EJECUTIVO	NOMBRE_EJECUTIVO	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	0	13707	66	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	57	ESTADOACADEMICO	ESTADOACADEMICO	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	13707	5	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	58	SITUACION	SITUACION	CODIGO_O_TEXTO_CORTO | TEXTO	<CODIGO_O_TEXTO_CORTO> | <TEXTO>	0	13707	25	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	59	MATRICULA	MATRICULA	NUMERO	<NUMERO>	0	13707	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	60	NIVEL	NIVEL	NUMERO	<NUMERO>	1	13706	19	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	61	ARANCELREAL	ARANCELREAL	NUMERO	<NUMERO>	0	13707	269	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	62	CON_FIRMA	CON_FIRMA	SI_NO	<SI_NO>	8691	5016	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	63	FECHAFIRMA	FECHAFIRMA	FECHA	<FECHA>	8726	4981	726	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	64	SEDE	SEDE	TEXTO	<TEXTO>	1	13706	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	65	NOMBRES	NOMBRES	DATO_PERSONAL_ENMASCARADO	<DATO_PERSONAL_ENMASCARADO>	1	13706	7807	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	ALTO_DATOS_PERSONALES	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	66	APELLIDO PATERNO	APELLIDO_PATERNO	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	1	13706	2805	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	67	APELLIDO MATERNO	APELLIDO_MATERNO	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	17	13690	2515	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	68	COLUMNA_SIN_NOMBRE_68	COLUMNA_68	VACIO	SIN_DATOS	13707	0	0	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	69	COLUMNA_SIN_NOMBRE_69	COLUMNA_69	VACIO	SIN_DATOS	13707	0	0	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	70	COLUMNA_SIN_NOMBRE_70	COLUMNA_70	VACIO	SIN_DATOS	13707	0	0	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	71	COLUMNA_SIN_NOMBRE_71	COLUMNA_71	VACIO	SIN_DATOS	13707	0	0	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	72	COLUMNA_SIN_NOMBRE_72	COLUMNA_72	VACIO	SIN_DATOS	13707	0	0	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	73	COLUMNA_SIN_NOMBRE_73	COLUMNA_73	TEXTO	<TEXTO>	13705	2	1	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
DatosAlumnos	74	COLUMNA_SIN_NOMBRE_74	COLUMNA_74	NUMERO	<NUMERO>	13705	2	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	1	CODIGO_IES_NUM	CODIGO_IES_NUM	NUMERO	<NUMERO>	0	139	1	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	2	CODIGO_UNICO	CODIGO_UNICO	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	139	139	código único SIES	Carreras.CODIGO_UNICO | Matrícula.CODIGO_UNICO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
matriz	3	NOMBRE_IES	NOMBRE_IES	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	4	COD_SEDE	COD_SEDE	NUMERO	<NUMERO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	5	NOMBRE_SEDE	NOMBRE_SEDE	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	6	NOMBRE_CARRERA	NOMBRE_CARRERA	CODIGO_O_TEXTO_CORTO | TEXTO	<TEXTO> | <CODIGO_O_TEXTO_CORTO>	0	139	61	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	7	MODALIDAD	MODALIDAD	NUMERO	<NUMERO>	0	139	3	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	8	JORNADA	JORNADA	NUMERO	<NUMERO>	0	139	4	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	9	TIPO_PLAN_CARRERA	TIPO_PLAN_CARRERA	NUMERO	<NUMERO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	10	CARACT_PLAN_ESPECIAL	CARACT_PLAN_ESPECIAL	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	139	1	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	11	DURACION_ESTUDIOS	DURACION_ESTUDIOS	NUMERO	<NUMERO>	0	139	6	duración de estudios	Carreras.DURACION_ESTUDIOS	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
matriz	12	DURACION_TITULACION	DURACION_TITULACION	NUMERO	<NUMERO>	0	139	1	duración titulación	Carreras.DURACION_TITULACION	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
matriz	13	DURACION_TOTAL	DURACION_TOTAL	NUMERO	<NUMERO>	0	139	6	duración total	Carreras.DURACION_TOTAL	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
matriz	14	COMUNA_SEDE	COMUNA_SEDE	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	15	PROVINCIA_SEDE	PROVINCIA_SEDE	CODIGO_O_TEXTO_CORTO	<CODIGO_O_TEXTO_CORTO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	16	REGION_SEDE	REGION_SEDE	CODIGO_O_TEXTO_CORTO | TEXTO	<CODIGO_O_TEXTO_CORTO> | <TEXTO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	17	NIVEL_GLOBAL	NIVEL_GLOBAL	NUMERO	<NUMERO>	0	139	2	NO_DETERMINADO	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	NO_MAPEADO	No contiene valores reales en este diccionario.
matriz	18	NIVEL_CARRERA	NIVEL_CARRERA	NUMERO	<NUMERO>	0	139	3	NO_DETERMINADO	Carreras.NIVEL_CARRERA	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
matriz	19	VIGENCIA	VIGENCIA	NUMERO	<NUMERO>	0	139	1	NO_DETERMINADO	Carreras.VIGENCIA	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	MEDIO	CANDIDATO	No contiene valores reales en este diccionario.
base_datos	1	RUT	RUT	DATO_PERSONAL_ENMASCARADO	<DATO_PERSONAL_ENMASCARADO>	0	72	72	identificador personal	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	ALTO_DATOS_PERSONALES	NO_MAPEADO	No contiene valores reales en este diccionario.
base_datos	2	DV	DV	DATO_PERSONAL_ENMASCARADO	<DATO_PERSONAL_ENMASCARADO>	0	72	11	dígito verificador	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	ALTO_DATOS_PERSONALES	NO_MAPEADO	No contiene valores reales en este diccionario.
base_datos	3	CODCLI	CODCLI	DATO_PERSONAL_ENMASCARADO	<DATO_PERSONAL_ENMASCARADO>	6	66	66	identificador interno de estudiante/carrera	NO_DETERMINADO	DATO_OBSERVADO_FUENTE_INSTITUCIONAL_CANDIDATA	Solo mapeo candidato; no apto automático sin validación.	ALTO_DATOS_PERSONALES	NO_MAPEADO	No contiene valores reales en este diccionario.
