CODCLI	PLAN_ESTUDIOS_ALUMNO	CODIGO_CARRERA_SIES_ESPERADO	ORIGEN_MOCK
20253IADM012	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP084	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP005	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB075	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS082	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20241IINF144	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20251IADM094	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB039	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB103	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IIND017	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241ICIB158	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251IINF092	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20251ICIB056	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20253IIND012	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241IINF131	SIM_IINF_D_IINF20241	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	SIMULACION
20251ICIB048	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252AUDT005	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20241ICIB086	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS045	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251AUDT028	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ADMP025	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB077	SIM_ICIB_D_ICIB20241	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	SIMULACION
20241ICIB082	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB040	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251AUDT022	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICDA023	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252IIND027	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253ADMP005	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241IINF055	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20251CIIND002	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20241ICIB056	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251TPAS139	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251IADM047	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251TENS114	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251ICIB080	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20243IADM013	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251CIIND019	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ADMP075	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20231IECSREOL008	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20222IECSREOL016	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20241ICIB072	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251ADMP062	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB113	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP004	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251TENS058	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20241ICIB135	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND031	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ADMP071	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB009	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251ICIB088	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251AUDT045	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB121	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20241ICIB001	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP032	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB096	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IINF004	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20251TENS109	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20241ICIB196	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251TCIB004	SIM_TCIB_D_TCIB20241	I162S2C47J1V1	SIMULACION
20251ADMP074	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB064	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB076	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA009	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252AUDT016	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20241ICIB154	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB133	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND001	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20252IIND023	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IIND025	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251CIIND030	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20241ICIB048	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251IADM111	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP065	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB073	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM026	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IADM014	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB046	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT020	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IADM008	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253IADM010	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP027	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB066	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM033	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM033	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB145	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM003	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA005	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICIB037	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251ICDA011	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICIB029	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251CIIND006	SIM_CIIND_O_CIIND20251	I162S2C22J2V2 | I162S2C22J4V2	SIMULACION
20251ADMP040	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICDA025	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20241ICIB165	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB026	SIM_ICIB_D_ICIB20241	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	SIMULACION
20241ICIB106	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP037	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20243ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20251CIIND035	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ICDA022	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20241ICIB162	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB178	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA041	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20241ICIB185	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ICIB022	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241IINF060	SIM_IINF_D_IINF20241	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	SIMULACION
20251ADMP039	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB051	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251ADMP079	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP050	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20242ICIB013	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT002	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251AUDT019	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20241IINF136	SIM_IINF_D_IINF20241	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	SIMULACION
20251CIIND042	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251AUDT009	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB011	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND015	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20252ADMP002	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ADMP010	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251IADM108	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ADMP016	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP036	SIM_ADMP_O_ADMP20251	I162S2C83J4V1 | I162S2C83J4V2	SIMULACION
20241ICIB183	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP042	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB013	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB149	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB095	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM019	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB175	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20222IECSREOL004	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20251ADMP064	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB093	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB140	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB078	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20253ADMP008	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB194	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IIND015	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241TPAS094	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251ADMP072	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ICIB010	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM020	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM043	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA044	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252ADMP001	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253IADM019	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251CIIND009	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ICIB108	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM105	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20243ICIB007	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS118	SIM_TENS_D_TENS20251	I162S2C91J1V1 | I162S2C91J2V1	SIMULACION
20251CIIND005	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ICDA029	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICIB001	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TPAS018	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20253ADMP002	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICDA034	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252IADM017	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251AUDT013	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20241ICIB108	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB193	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251ADMP057	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ADMP013	SIM_ADMP_O_ADMP20251	I162S2C83J4V1 | I162S2C83J4V2	SIMULACION
20253IADM017	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20231IECSREOL004	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20241ICIB022	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251TPAS012	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251AUDT012	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICDA046	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251TPAS160	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251ICDA012	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ADMP055	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB032	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB116	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND017	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251AUDT015	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IADM055	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB099	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM059	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP026	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB053	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20252IADM006	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ICIB016	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ICIB003	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA016	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252ICIB031	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT036	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20253IIND013	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241ICIB142	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP043	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251TENS088	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251AUDT044	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251TPAS081	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251IADM050	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB197	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20241ICIB129	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM038	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251CIIND028	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20253IIND006	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20243IADM003	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20243IADM012	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ADMP020	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ICIB005	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20252AUDT020	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251AUDT041	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251AUDT029	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICDA008	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252IADM016	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB118	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB112	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252AUDT014	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB062	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20242ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS081	SIM_TENS_D_TENS20251	I162S2C91J1V1 | I162S2C91J2V1	SIMULACION
20252IIND011	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253IADM002	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB033	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IINF058	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20231IECSREOL016	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20241ICIB109	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP058	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251CIIND008	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251AUDT048	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ADMP011	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20231IECSREOL050	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ICIB072	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA040	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251TPAS171	SIM_TPAS_D_TPAS20241	I162S2C57J1V1 | I162S2C57J2V1	SIMULACION
20251IADM018	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP053	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB017	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20252IADM001	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20232IECSREOL009	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20252IIND003	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB058	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20253ICIB019	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20231IECSREOL007	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20253ICIB008	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IIND007	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251IINF025	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20241ICIB050	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20252ICIB017	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM101	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP010	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP068	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP077	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB067	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT010	SIM_AUDT_O_AUDT20251	I162S2C86J4V1 | I162S2C86J4V2	SIMULACION
20251TCIB075	SIM_TCIB_D_TCIB20241	I162S2C47J1V1	SIMULACION
20231IECSREOL015	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ICDA028	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICIB005	SIM_ICIB_D_ICIB20241	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	SIMULACION
20251AUDT023	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ADMP028	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251AUDT033	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB117	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP082	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB013	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241TPAS083	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251ICIB031	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IIND008	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IADM029	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB038	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT030	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ADMP081	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB047	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM035	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ICIB029	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB122	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ADMP012	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB011	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IADM004	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB028	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM049	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ADMP021	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251CIIND026	SIM_CIIND_O_CIIND20251	I162S2C22J2V2 | I162S2C22J4V2	SIMULACION
20241ICIB039	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB114	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS072	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251CIIND034	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251CIIND032	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251ICIB007	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ICIB007	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB037	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP070	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB069	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251ADMP041	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251IADM015	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB157	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252AUDT010	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB027	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TENS086	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20253ICIB013	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ICIB008	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT037	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251AUDT031	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252ICIB027	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB086	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20252IIND029	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251IADM009	SIM_IADM_O_IADM20241	I162S2C76J4V1 | I162S2C76J4V2	SIMULACION
20241TPAS172	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20252IADM031	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20231IECSRE010	SIM_IECSRE_V_IECSRE20211	I162S2C46J2V1	SIMULACION
20251CIIND040	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20241ICIB116	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
