CODCLI	CODCARPR_NORM	JORNADA_FUENTE	ANIO_ING_ACT	PLAN_DE_ESTUDIO	N_CODES_SIES	CODIGOS_SIES_POTENCIALES	CODIGO_CARRERA_SIES_FINAL	SIES_MATCH_STATUS	SIES_MATCH_DIAG	SIES_RESOLUCION_HEURISTICA	SIES_CONFIANZA_POST	DURACION_ESTUDIOS_REF	FLAG_GOBERNANZA_V2	CODIGO_UNICO_ACADEMICO	ESTADO_RESOLUCION_ACADEMICA	JUSTIFICACION_ACADEMICA
20241TPAS205	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251CIIND036	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20253ICIB003	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20241CICIB039	CICIB	O	2024	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20243TPAS002	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251IINF060	IINF	D	2025	IINF20241	5	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	I162S2C1J1V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=5 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4. Jornada=D. Plan=IINF20241.
20251TCRE028	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20251CIINF037	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20251TPAS045	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251TPAS078	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251CIINF021	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20252IIND013	IIND	O	2025	IIND20251	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C87J4V1 | I162S2C87J4V2. Jornada=O. Plan=IIND20251.
20251AUDT034	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251TPAS103	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241ICIB125	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251IADM113	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20252IINF030	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251TENS050	TENS	D	2025	TENS20251	2	I162S2C91J1V1 | I162S2C91J2V1	I162S2C91J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C91J1V1 | I162S2C91J2V1. Jornada=D. Plan=TENS20251.
20253TENS008	TENS	V	2025	TENS20251	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C91J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TENS20251. DurRef=5.
20251TPAS040	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20253ADMP012	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251ILOG035	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20241TPAS202	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251ADMP016	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20241ICIB160	ICIB	O	2024	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251CICRE005	CICRE	O	2025	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20251TPAS138	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251TAMD082	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20251CICRE069	CICRE	O	2025	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20251IADM057	IADM	V	2025	IADM20241	1	I162S2C76J2V1	I162S2C76J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C76J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=IADM20241. DurRef=8.
20253IADM008	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251CICIB032	CICIB	O	2025	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20241TLOG004	TLOG	V	2024	TLOG20241	1	I162S2C79J2V1	I162S2C79J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TLOG20241. DurRef=5.
20251CIINF048	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20251ADMP020	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251TAMD070	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20241IADM015	IADM	O	2024	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251ADMP021	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251CICIB005	CICIB	O	2025	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20251AUDT035	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251ICIB025	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251TLOG012	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251CICRE035	CICRE	O	2025	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20241TCIB098	TCIB	O	2024	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20241CIINF024	CIINF	O	2024	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20241ICIB152	ICIB	O	2022	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20243TPAS004	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241ICIB098	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20241ICRE100	ICRE	O	2023	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20251ADMP045	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20252TENS019	TENS	V	2025	TENS20251	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C91J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TENS20251. DurRef=5.
20241CICIB013	CICIB	O	2024	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20253ILOG006	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20241ICIB026	ICIB	V	2024	ICIB20241	3	I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3	I162S2C46J2V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3. Jornada=V. Plan=ICIB20241.
20241ICIB105	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251ICDA027	ICDA	O	2025	ICDA20251	2	I162S2C88J4V1 | I162S2C88J4V2	I162S2C88J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C88J4V1 | I162S2C88J4V2. Jornada=O. Plan=ICDA20251.
20241TPAS114	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251IINF104	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251TCDA015	TCDA	O	2025	TCDA20251	1	I162S2C89J4V1	I162S2C89J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C89J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCDA20251. DurRef=5.
20251TLOG095	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20252AUDT011	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20241TPAS111	TPAS	O	2023	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241ICIB137	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20252IADM009	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20252ICIB026	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20252AUDT023	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251ICIB006	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251ICIB071	ICIB	D	2025	ICIB20241	3	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	I162S2C46J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3. Jornada=D. Plan=ICIB20241.
20251ICRE044	ICRE	O	2025	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20241TPAS222	TPAS	V	2024	TPAS20241	1	I162S2C57J2V1	I162S2C57J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TPAS20241. DurRef=5.
20251CIIND010	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20241ICRE063	ICRE	O	2024	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20241IINF013	IINF	D	2024	IINF20241	5	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	I162S2C1J1V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=5 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4. Jornada=D. Plan=IINF20241.
20251ILOG007	ILOG	V	2025	ILOG20241	1	I162S2C77J2V1	I162S2C77J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=ILOG20241. DurRef=8.
20241ICIB084	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
