FLAG_INCONSISTENCIA_VIG,CODCLI,VIG,VIG_ESPERADO_DA,ESTADOACADEMICO_DA,SITUACION_DA,DA_ESTADOACADEMICO,DA_SITUACION,ANIO_ING_ACT,SEM_ING_ACT
INCONSISTENTE,20201IECIREOL008,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL011,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL011,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL020,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL022,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL040,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL052,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL004,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL022,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL088,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL089,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL012,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL008,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL006,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL017,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL029,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL037,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL039,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL044,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL054,1,0,,,,,2026,1
INCONSISTENTE,20212IECIREOL002,1,0,,,,,2026,1
INCONSISTENTE,20212IECIREOL004,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL010,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL018,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL024,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL026,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL028,1,0,,,,,2026,1
INCONSISTENTE,20222IECIREOL011,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL037,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL077,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20211IECIREOL022,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL048,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL047,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL008,1,0,,,,,2026,1
INCONSISTENTE,20251AUDT045,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE024,1,0,,,,,2026,1
INCONSISTENTE,20251IADM096,1,0,,,,,2026,1
INCONSISTENTE,20252IADM007,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL005,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL007,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL020,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL019,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL069,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL020,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL021,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL032,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL007,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL013,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL006,1,0,,,,,2026,1
INCONSISTENTE,20251CONG039,1,0,,,,,2026,1
INCONSISTENTE,20251CONG039,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE021,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE021,1,0,,,,,2026,1
INCONSISTENTE,20201IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20251IADM054,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL007,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20221IECIRE010,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL009,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE011,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE018,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE026,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL005,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL021,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL004,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL053,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL026,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL024,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE002,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL023,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL027,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL032,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL034,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL035,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL040,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL041,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL053,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL060,1,0,,,,,2026,1
INCONSISTENTE,20201IETMRE006,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL028,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL051,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL005,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE009,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL080,1,0,,,,,2026,1
INCONSISTENTE,20251CONG016,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE003,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE023,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL004,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL006,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE027,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL001,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE006,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE007,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE023,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL079,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL007,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL014,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL001,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL004,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL006,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL003,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL025,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL015,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL029,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL033,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL045,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL058,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL065,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL004,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL009,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL019,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE003,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE024,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL071,1,0,,,,,2026,1
INCONSISTENTE,20201IECIRE002,1,0,,,,,2026,1
INCONSISTENTE,20201IETMRE005,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE024,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE032,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE027,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE027,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE017,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE025,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE007,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE013,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE014,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE017,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL045,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE025,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL003,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL007,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL010,1,0,,,,,2026,1
INCONSISTENTE,20201NICCREOL011,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE001,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE005,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE009,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE011,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE016,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE007,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE020,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL046,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL050,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL051,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE003,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL053,1,0,,,,,2026,1
INCONSISTENTE,20201NICCRE002,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL023,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE010,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE013,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE019,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE013,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE019,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE020,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE026,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE029,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL014,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL010,1,0,,,,,2026,1
INCONSISTENTE,20191NICCRE007,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL011,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL012,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL023,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL027,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL019,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL037,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL049,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL050,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL051,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL061,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL002,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL013,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL017,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL031,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL047,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL063,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL043,1,0,,,,,2026,1
INCONSISTENTE,20222IECSREOL005,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL004,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL016,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL043,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL047,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE003,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE006,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE009,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE018,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE024,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE010,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE013,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE019,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL033,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL043,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL063,1,0,,,,,2026,1
INCONSISTENTE,20201IECIRE023,1,0,,,,,2026,1
INCONSISTENTE,20191IETMRE003,1,0,,,,,2026,1
INCONSISTENTE,20201IETMRE003,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL005,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL029,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL032,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL033,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL045,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL058,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL065,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL007,1,0,,,,,2026,1
INCONSISTENTE,20212IETMREOL013,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL010,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL023,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL027,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL032,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL035,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL041,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL071,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL013,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL022,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL025,1,0,,,,,2026,1
INCONSISTENTE,20222IETMREOL026,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL024,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL027,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL035,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL046,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL066,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL068,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL002,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL036,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL069,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL073,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL006,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20181IETMRE007,1,0,,,,,2026,1
INCONSISTENTE,20191NTCCRE005,1,0,,,,,2026,1
INCONSISTENTE,20201IECSRE005,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL030,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL039,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL010,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL014,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL033,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE001,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE003,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL056,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL058,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20191NICCRE007,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE013,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL038,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL005,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL011,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE021,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE023,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE001,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE002,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE013,1,0,,,,,2026,1
INCONSISTENTE,20191IECSRE011,1,0,,,,,2026,1
INCONSISTENTE,20201IECSRE004,1,0,,,,,2026,1
INCONSISTENTE,20201IECSRE010,1,0,,,,,2026,1
INCONSISTENTE,20201IECSRE015,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL036,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL001,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL003,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL007,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL009,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE009,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE011,1,0,,,,,2026,1
INCONSISTENTE,20221IETMRE010,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE003,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE011,1,0,,,,,2026,1
INCONSISTENTE,20231IETMRE012,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL004,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL001,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL010,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE018,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE021,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE006,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE005,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE010,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL009,1,0,,,,,2026,1
INCONSISTENTE,20241TAMD003,1,0,,,,,2026,1
INCONSISTENTE,20241TAMD014,1,0,,,,,2026,1
INCONSISTENTE,20241TAMD023,1,0,,,,,2026,1
INCONSISTENTE,20251TAMD009,1,0,,,,,2026,1
INCONSISTENTE,20251TAMD029,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE007,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE010,1,0,,,,,2026,1
INCONSISTENTE,20242TAMD004,1,0,,,,,2026,1
INCONSISTENTE,20242TAMD005,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL018,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL026,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL006,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL007,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL010,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL011,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL020,1,0,,,,,2026,1
INCONSISTENTE,20201IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20191IECSRE002,1,0,,,,,2026,1
INCONSISTENTE,20191IECSRE009,1,0,,,,,2026,1
INCONSISTENTE,20251AUDT034,1,0,,,,,2026,1
INCONSISTENTE,20251AUDT045,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE013,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE012,1,0,,,,,2026,1
INCONSISTENTE,20211IECSRE016,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE001,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE009,1,0,,,,,2026,1
INCONSISTENTE,20241TAMD016,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE003,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE004,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL011,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL035,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL040,1,0,,,,,2026,1
INCONSISTENTE,20221IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL004,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL055,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL037,1,0,,,,,2026,1
INCONSISTENTE,20221IECSRE014,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL021,1,0,,,,,2026,1
INCONSISTENTE,20231IECSREOL047,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE002,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE003,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE029,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE015,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE029,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE009,1,0,,,,,2026,1
INCONSISTENTE,20221IECIREOL048,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL007,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL019,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL021,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL048,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL001,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL011,1,0,,,,,2026,1
INCONSISTENTE,20211IETMREOL040,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL002,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL025,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL003,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL006,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE007,1,0,,,,,2026,1
INCONSISTENTE,20181IECIRE020,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE013,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE019,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL009,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE002,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL073,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL080,1,0,,,,,2026,1
INCONSISTENTE,20232IETMREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE002,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE006,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE021,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL013,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL020,1,0,,,,,2026,1
INCONSISTENTE,20191IECIREOL021,1,0,,,,,2026,1
INCONSISTENTE,20192IECIREOL003,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL029,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL038,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL046,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL051,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL069,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL073,1,0,,,,,2026,1
INCONSISTENTE,20231IECIREOL089,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL011,1,0,,,,,2026,1
INCONSISTENTE,20232IECIREOL017,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE018,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL056,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL058,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL059,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL077,1,0,,,,,2026,1
INCONSISTENTE,20201NAUTRE002,1,0,,,,,2026,1
INCONSISTENTE,20211IECIRE011,1,0,,,,,2026,1
INCONSISTENTE,20231IECIRE010,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL007,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL008,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE007,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE010,1,0,,,,,2026,1
INCONSISTENTE,20211IETMRE025,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE004,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE030,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE031,1,0,,,,,2026,1
INCONSISTENTE,20191IECIRE035,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE011,1,0,,,,,2026,1
INCONSISTENTE,20231IETMREOL071,1,0,,,,,2026,1
INCONSISTENTE,20191IEMORE013,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE019,1,0,,,,,2026,1
INCONSISTENTE,20191IECSRE015,1,0,,,,,2026,1
INCONSISTENTE,20211IECSREOL043,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL029,1,0,,,,,2026,1
INCONSISTENTE,20221IECSREOL058,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCRE006,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL002,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE012,1,0,,,,,2026,1
INCONSISTENTE,20201NTCCREOL003,1,0,,,,,2026,1
INCONSISTENTE,20202NTCCREOL006,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE005,1,0,,,,,2026,1
INCONSISTENTE,20211IEMORE012,1,0,,,,,2026,1
INCONSISTENTE,20231IECSRE010,1,0,,,,,2026,1
