CODCLI	CODCARR	CARRERA	JORNADA	PLAN_DE_ESTUDIO	ANOINGRESO	ANOINGRESO_FUENTE	N_CODCARPR	CODCARPR_LIST	CODCARPR_VALS	REQUIERE_REVISION
20261TENS082	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS084	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS085	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS094	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS095	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS096	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS098	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS099	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS101	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS102	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS103	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS108	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS110	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS112	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS115	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS116	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS117	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS119	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS120	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS124	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS125	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS127	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS130	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS131	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS139	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS141	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS142	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS145	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS150	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS151	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS154	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS155	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS167	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS168	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS170	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS171	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS173	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS177	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS179	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS180	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS184	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS186	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS189	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS190	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS191	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS193	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS198	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS201	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS202	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS205	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS214	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS215	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS217	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS219	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS220	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS224	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS231	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS236	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS237	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS238	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS239	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS240	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261TENS241	TENS	TECNICO EN ENFERMERIA	V	TENS20251	2026	DatosAlumnos:ANOINGRESO	2	TENS|COTENS	TENS:121|COTENS:26	SI
20261COTEIQ001	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ002	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ003	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ004	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ007	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ010	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ012	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ014	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ015	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ016	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ017	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ018	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ019	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ020	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ021	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ022	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ023	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ024	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ025	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ026	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ027	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ028	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ029	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ030	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ031	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ032	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ034	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ035	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ036	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ037	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ038	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ039	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ040	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ041	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ042	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ043	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ044	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTEIQ045	COTEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	COTEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ002	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ003	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ004	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ005	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ006	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ009	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ013	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ015	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ016	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ018	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ020	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ026	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ027	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ029	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ030	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ031	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ033	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ034	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ035	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ036	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ038	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ040	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ042	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ045	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ048	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ049	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ051	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ053	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ054	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ056	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ057	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ059	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ060	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ061	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ062	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
