fila_excel_aproximada,columna,columna_normalizada,valor_completo,patron_detectado,tipo_columna,severidad_preliminar,clasificacion_marca,CODIGO_UNICO
15,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C114J2V1
15,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C114J2V1
15,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C114J2V1
15,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C114J2V1
15,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C114J2V1
16,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_8,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_2,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C115J2V1
16,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C115J2V1
16,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C115J2V1
16,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C115J2V1
16,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C115J2V1
16,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C115J2V1
16,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C115J2V1
17,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_2,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C116J4V1
17,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C116J4V1
17,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C116J4V1
17,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C116J4V1
17,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C116J4V1
17,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C116J4V1
17,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C116J4V1
18,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_10,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_2,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C117J4V1
18,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C117J4V1
18,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C117J4V1
18,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C117J4V1
18,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C117J4V1
18,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C117J4V1
18,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C117J4V1
19,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_2,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C118J4V1
19,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C118J4V1
19,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C118J4V1
19,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C118J4V1
19,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C118J4V1
19,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C118J4V1
