CODIGO_UNICO,NOMBRE,COLUMNA,VALOR_FINAL,FUENTE_USADA,METODO_MATCH,ESTADO,OBSERVACION,ESTADO_FILA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Régimen,Semestral,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Duración del programa en Semestres,1,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Ingreso Directo,,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe fuente directa fuerte para esta columna.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Otro Tipo de Ingreso,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si requisito ingreso estructural indica ingreso directo.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Ingreso otro,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si no hay otro tipo de ingreso.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C103J4V1,DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Tipo de Carrera,Diplomado,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Nombre,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Año de inicio de Actividades,2025,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Horario,Otro,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Modalidad del Programa,No presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Área del Conocimiento,Educación,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Título que otorga el programa,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Régimen,Semestral,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Duración del programa en Semestres,1,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Ingreso Directo,,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe fuente directa fuerte para esta columna.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Otro Tipo de Ingreso,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si requisito ingreso estructural indica ingreso directo.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Ingreso otro,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si no hay otro tipo de ingreso.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C104J4V1,DIPLOMADO EN INNOVACION PARA LA DOCENCIA,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Tipo de Carrera,Diplomado,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Nombre,DIPLOMADO EN HUMANIZACION EN SALUD,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Año de inicio de Actividades,2025,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Horario,Otro,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Modalidad del Programa,No presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Área del Conocimiento,Salud,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Título que otorga el programa,DIPLOMADO EN HUMANIZACION EN SALUD,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Régimen,Semestral,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Duración del programa en Semestres,1,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Ingreso Directo,,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe fuente directa fuerte para esta columna.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Otro Tipo de Ingreso,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si requisito ingreso estructural indica ingreso directo.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Ingreso otro,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si no hay otro tipo de ingreso.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
