Sede	Tipo de Carrera	Nombre	Mención o Especialidad	Año de inicio de Actividades	Campus	Horario	Estado	Tipo Programa	Detalle del Tipo de Programa (especiales)	Modalidad del Programa	Área del Conocimiento	Sub Área	Carrera Genérica	Título que otorga el programa	Grado Académico que otorga el programa	Dependencia	Régimen	Duración del programa en Semestres	Ingreso Directo	Ingreso desde un plan Común	Ingreso desde Bachillerato	Otro Tipo de Ingreso	Ingreso otro	Observaciones	FECHA_ADMISION_INICIAL	MALLA_CURRICULAR	PERFIL_EGRESO	TEXTO_REQUISITO_INGRESO	LICENCIA_ENS_MEDIA	NOTAS_ENS_MEDIA	PROMEDIO_MIN_ENS_MEDIA	RECONOCIMIENTOS_APREN_PREVIOS	EXPERIENCIA_LABORAL	OTROS_REQUISITOS	MAIL_DIFUSION_CARRERA	FORMATO_VALOR	VALOR_MATRICULA_ANUAL	COSTO_TITULACION	VALOR_CERTIFICADO_DIPLOMA	ARANCEL_ANUAL	VIGENCIA_CARRERA
Santiago	Profesional	INGENIERIA EN SEGURIDAD PRIVADA	No aplica	2026	República	Otro	Programa o Carrera Nueva(o)	Programa Especial	REVISAR_DETALLE_PROGRAMA_ESPECIAL	No presencial	REVISAR_AREA_CODIGO_9	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	INGENIERO EN SEGURIDAD PRIVADA	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_2	4	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5	REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Profesional	INGENIERIA EN INFORMATICA	No aplica	1992	República	Vespertino	Programa o Carrera Nueva(o)	Programa Especial	REVISAR_DETALLE_PROGRAMA_ESPECIAL	Presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	INGENIERO EN INFORMATICA	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	5	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_5	REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Profesional	INGENIERIA EN INFORMATICA	No aplica	2019	República	Otro	Programa o Carrera Nueva(o)	Programa Especial	REVISAR_DETALLE_PROGRAMA_ESPECIAL	No presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	INGENIERO EN INFORMATICA	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	4	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2_SEMESTRES_RECONOCIDOS_4	REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN PROGRAMACION COMPUTACIONAL	No aplica	2019	República	Diurno	Programa o Carrera Nueva(o)	Programa Regular	No aplica	Presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN PROGRAMACION COMPUTACIONAL	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	5	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN PROGRAMACION COMPUTACIONAL	No aplica	2019	República	Vespertino	Programa o Carrera Nueva(o)	Programa Regular	No aplica	Presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN PROGRAMACION COMPUTACIONAL	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	5	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN PROGRAMACION COMPUTACIONAL	No aplica	2019	República	Otro	Programa o Carrera Nueva(o)	Programa Regular	No aplica	No presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN PROGRAMACION COMPUTACIONAL	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	5	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN ANALISIS DE SISTEMAS	No aplica	2019	República	Diurno	Programa o Carrera Nueva(o)	Programa Regular	No aplica	Presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN ANALISIS DE SISTEMAS	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	6	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN ANALISIS DE SISTEMAS	No aplica	2019	República	Vespertino	Programa o Carrera Nueva(o)	Programa Regular	No aplica	Presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN ANALISIS DE SISTEMAS	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	6	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Técnico Nivel Superior	TECNICO EN ANALISIS DE SISTEMAS	No aplica	2019	República	Otro	Programa o Carrera Nueva(o)	Programa Regular	No aplica	No presencial	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	TECNICO EN ANALISIS DE SISTEMAS	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	6	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	NO_APLICA_SIN_EVIDENCIA_OTRO_INGRESO	NO APLICA	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Diplomado	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL	No aplica	2017	República	Vespertino	Programa o Carrera Nueva(o)	Programa Regular	No aplica	REVISAR_MODALIDAD_2	REVISAR_AREA_CODIGO_6	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	2	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2	REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
Santiago	Diplomado	DIPLOMADO EN CIBERSEGURIDAD APLICADA	No aplica	2019	República	REVISAR_HORARIO_3	Programa o Carrera Nueva(o)	Programa Regular	No aplica	REVISAR_MODALIDAD_2	REVISAR_AREA_CODIGO_10	REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA	REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA	DIPLOMADO EN CIBERSEGURIDAD APLICADA	REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA	REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA	REVISAR_REGIMEN_CODIGO_1	1	REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_2	NO_APLICA_SIN_EVIDENCIA_PLAN_COMUN	NO_APLICA_SIN_EVIDENCIA_BACHILLERATO	REVISAR_OTRO_TIPO_INGRESO_CODIGO_REQUISITO_INGRESO_2	REVISAR_DESCRIPCION_OTRO_INGRESO_SIN_TEXTO_FUENTE	Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.	REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE	REVISAR_MALLA_CURRICULAR_SIN_FUENTE	REVISAR_PERFIL_EGRESO_SIN_FUENTE	REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE	REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE	REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE	REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE	REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE	REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE	REVISAR_OTROS_REQUISITOS_SIN_FUENTE	REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE	REVISAR_FORMATO_VALOR_SIN_FUENTE	REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE	REVISAR_COSTO_TITULACION_SIN_FUENTE	REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE	REVISAR_ARANCEL_ANUAL_SIN_FUENTE	REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA
