CODIGO_UNICO;CODIGO_IES_NUM;COD_SEDE;COD_CARRERA_DERIVADO;JORNADA;VERSION_DERIVADA;NOMBRE_CARRERA_ORIGINAL;NOMBRE_CARRERA_NORMALIZADO;MODALIDAD_ORIGINAL;TIPO_PLAN_CARRERA_ORIGINAL;CARACT_PLAN_ESPECIAL_ORIGINAL;NIVEL_GLOBAL;NIVEL_CARRERA;VIGENCIA;ESTADO_CRUCE_INDICES;MOTIVO_ESTADO_CRUCE;FUENTE;REVISADO_MANUALMENTE;OBSERVACION_AUDITORIA;Sede;Tipo de Carrera;Nombre;Mención o Especialidad;Año de inicio de Actividades;Campus;Horario;Estado;Tipo Programa;Detalle del Tipo de Programa (especiales);Modalidad del Programa;Área del Conocimiento;Sub Área;Carrera Genérica;Título que otorga el programa;Grado Académico que otorga el programa;Dependencia;Régimen;Duración del Programa en Semestres;Ingreso Directo;Ingreso desde un plan Común;Ingreso desde Bachillerato;Otro Tipo de Ingreso;Ingreso otro;Observaciones
I162S2C21J1V1;162;2;21;1;1;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;1;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C21J2V1;162;2;21;2;1;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;1;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA DE EJECUCION EN AUTOMATIZACION Y CONTROL INDUSTRIAL;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C23J1V1;162;2;23;1;1;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;1;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C23J2V1;162;2;23;2;1;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;1;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA DE EJECUCION EN PREVENCION DE RIESGOS;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C24J1V1;162;2;24;1;1;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C24J2V1;162;2;24;2;1;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C2J1V2;162;2;2;1;2;TECNICO EN PROGRAMACION COMPUTACIONAL;TECNICO EN PROGRAMACION COMPUTACIONAL;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN PROGRAMACION COMPUTACIONAL;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C2J2V2;162;2;2;2;2;TECNICO EN PROGRAMACION COMPUTACIONAL;TECNICO EN PROGRAMACION COMPUTACIONAL;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN PROGRAMACION COMPUTACIONAL;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C2J4V2;162;2;2;4;2;TECNICO EN PROGRAMACION COMPUTACIONAL;TECNICO EN PROGRAMACION COMPUTACIONAL;3;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN PROGRAMACION COMPUTACIONAL;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C35J1V2;162;2;35;1;2;TECNICO EN ANALISIS DE SISTEMAS;TECNICO EN ANALISIS DE SISTEMAS;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN ANALISIS DE SISTEMAS;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;6;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C35J2V2;162;2;35;2;2;TECNICO EN ANALISIS DE SISTEMAS;TECNICO EN ANALISIS DE SISTEMAS;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN ANALISIS DE SISTEMAS;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;6;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C35J4V2;162;2;35;4;2;TECNICO EN ANALISIS DE SISTEMAS;TECNICO EN ANALISIS DE SISTEMAS;3;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN ANALISIS DE SISTEMAS;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;6;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C3J2V2;162;2;3;2;2;INGENIERIA EN CONECTIVIDAD Y REDES;INGENIERIA EN CONECTIVIDAD Y REDES;1;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA EN CONECTIVIDAD Y REDES;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Especial;REVISAR;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C40J2V1;162;2;40;2;1;DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL;DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL;2;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;2;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C41J2V1;162;2;41;2;1;DIPLOMADO EN GESTION DE PROYECTOS;DIPLOMADO EN GESTION DE PROYECTOS;1;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN GESTION DE PROYECTOS;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;2;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C53J3V1;162;2;53;3;1;DIPLOMADO EN CIBERSEGURIDAD APLICADA;DIPLOMADO EN CIBERSEGURIDAD APLICADA;2;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN CIBERSEGURIDAD APLICADA;REVISAR;REVISAR;República;REVISAR;Programa o Carrera Nueva(o);Programa Regular;No aplica;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C63J4V1;162;2;63;4;1;DIPLOMADO EN ARQUITECTURA CLOUD;DIPLOMADO EN ARQUITECTURA CLOUD;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN ARQUITECTURA CLOUD;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C64J4V1;162;2;64;4;1;DIPLOMADO EN BACKEND;DIPLOMADO EN BACKEND;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN BACKEND;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C65J4V1;162;2;65;4;1;DIPLOMADO EN FRONTEND;DIPLOMADO EN FRONTEND;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN FRONTEND;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C66J4V1;162;2;66;4;1;DIPLOMADO EN FULLSTACK;DIPLOMADO EN FULLSTACK;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN FULLSTACK;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C67J4V1;162;2;67;4;1;DIPLOMADO EN QUALITY ASSURANCE;DIPLOMADO EN QUALITY ASSURANCE;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN QUALITY ASSURANCE;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C68J4V1;162;2;68;4;1;DIPLOMADO EN SEGURIDAD OFENSIVA;DIPLOMADO EN SEGURIDAD OFENSIVA;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN SEGURIDAD OFENSIVA;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C69J4V1;162;2;69;4;1;DIPLOMADO INFRAESTRUCTURA CLOUD;DIPLOMADO INFRAESTRUCTURA CLOUD;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO INFRAESTRUCTURA CLOUD;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C6J1V1;162;2;6;1;1;TECNICO EN CONECTIVIDAD Y REDES;TECNICO EN CONECTIVIDAD Y REDES;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN CONECTIVIDAD Y REDES;REVISAR;REVISAR;República;Diurno;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C6J2V1;162;2;6;2;1;TECNICO EN CONECTIVIDAD Y REDES;TECNICO EN CONECTIVIDAD Y REDES;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN CONECTIVIDAD Y REDES;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C6J4V1;162;2;6;4;1;TECNICO EN CONECTIVIDAD Y REDES;TECNICO EN CONECTIVIDAD Y REDES;3;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Técnico Nivel Superior;TECNICO EN CONECTIVIDAD Y REDES;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C70J4V1;162;2;70;4;1;DIPLOMADO REDES INDUSTRIALES;DIPLOMADO REDES INDUSTRIALES;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO REDES INDUSTRIALES;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C71J4V1;162;2;71;4;1;DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES;DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
