COD_SEDE	NOMBRE_SEDE	COD_CARRERA	NOMBRE_CARRERA	MODALIDAD	COD_JORNADA	VERSION	COD_TIPO_PLAN_CARRERA	CARACTERISTICAS_TIPO_PLAN	DURACION_ESTUDIOS	DURACION_TITULACION	DURACION_TOTAL	REGIMEN	DURACION_REGIMEN	NOMBRE_TITULO	COD_NIVEL_GLOBAL	COD_NIVEL_CARRERA	ANIO_INICIO	ACREDITACION	REQUISITO_INGRESO	SEMESTRES_RECONOCIDOS	AREA_ACTUAL	AREA_ADMIN_DERECHO	AREA_AGRI_SILVI_PESCA_VET	AREA_ARTES_HUMANIDADES	AREA_CIENCIAS_NAT_MAT_ESTAD	AREA_CS_SOCIAL_PERIODISMO_INFO	AREA_EDUCACION	AREA_INGE_INDUSTRIA_CONSTRUC	AREA_SALUD_BIENESTAR	AREA_SERVICIOS	AREA_TECNO_INFO_COMUNICA	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	FECHA_ADMISION_INICIAL	MALLA_CURRICULAR	PERFIL_EGRESO	TEXTO_REQUISITO_INGRESO	LICENCIA_ENS_MEDIA	NOTAS_ENS_MEDIA	PROMEDIO_MIN_ENS_MEDIA	RECONOCIMIENTOS_APREN_PREVIOS	EXPERIENCIA_LABORAL	OTROS_REQUISITOS	MAIL_DIFUSION_CARRERA	FORMATO_VALOR	VALOR_MATRICULA_ANUAL	COSTO_TITULACION	VALOR_CERTIFICADO_DIPLOMA	ARANCEL_ANUAL	VIGENCIA_CARRERA	CODIGO_UNICO_DERIVADO	KEY_EXACTA_CODIGO_UNICO	KEY_ESTRUCTURAL	NOMBRE_CARRERA_NORMALIZADO	NOMBRE_SEDE_NORMALIZADO	KEY_NOMBRE_SEDE_JORNADA	KEY_NOMBRE_MODALIDAD_JORNADA_TIPO_DURACION	VALIDACION_CODIGO_UNICO_DERIVADO	VALIDACION_DUPLICADO_CODIGO_UNICO_DERIVADO	VALIDACION_COLUMNAS_A_AH_COMPLETAS	VALIDACION_COLUMNAS_AI_AY_VACIAS_O_REVISAR	OBSERVACION_DICCIONARIO
2	CASA CENTRAL (SANTIAGO)	35	TECNICO EN ANALISIS DE SISTEMAS	3	4	1	1	NO APLICA	6	0	6	1	6	TECNICO EN ANALISIS DE SISTEMAS	1	1	2017	2	1	0	10	0	0	0	1	0	0	0	0	0	1	0	0																		I162S2C35J4V1	I162S2C35J4V1	2|35|4|1	TECNICO EN ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|4	TECNICO EN ANALISIS DE SISTEMAS|3|4|1|6|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	35	TECNICO EN ANALISIS DE SISTEMAS	1	1	2	1	NO APLICA	6	0	6	1	6	TECNICO EN ANALISIS DE SISTEMAS	1	1	2019	2	1	0	10	0	0	0	1	0	0	0	0	0	1	0	0																		I162S2C35J1V2	I162S2C35J1V2	2|35|1|2	TECNICO EN ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|1	TECNICO EN ANALISIS DE SISTEMAS|1|1|1|6|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	35	TECNICO EN ANALISIS DE SISTEMAS	1	2	2	1	NO APLICA	6	0	6	1	6	TECNICO EN ANALISIS DE SISTEMAS	1	1	2019	2	1	0	10	0	0	0	1	0	0	0	0	0	1	0	0																		I162S2C35J2V2	I162S2C35J2V2	2|35|2|2	TECNICO EN ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|2	TECNICO EN ANALISIS DE SISTEMAS|1|2|1|6|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	35	TECNICO EN ANALISIS DE SISTEMAS	3	4	2	1	NO APLICA	6	0	6	1	6	TECNICO EN ANALISIS DE SISTEMAS	1	1	2019	2	1	0	10	0	0	0	1	0	0	0	0	0	1	0	0																		I162S2C35J4V2	I162S2C35J4V2	2|35|4|2	TECNICO EN ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|4	TECNICO EN ANALISIS DE SISTEMAS|3|4|1|6|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	40	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL	2	2	1	1	NO APLICA	2	0	2	1	2	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL	3	5	2017	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C40J2V1	I162S2C40J2V1	2|40|2|1	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL	CASA CENTRAL SANTIAGO	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL|CASA CENTRAL SANTIAGO|2	DIPLOMADO EN DOCENCIA EN EDUCACION SUPERIOR TECNICO PROFESIONAL|2|2|1|2|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	46	INGENIERIA EN CIBERSEGURIDAD	1	1	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN CIBERSEGURIDAD	1	2	2019	2	1	0	10	0	0	0	0	0	0	0	0	0	0	30	0																		I162S2C46J1V1	I162S2C46J1V1	2|46|1|1	INGENIERIA EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	INGENIERIA EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|1	INGENIERIA EN CIBERSEGURIDAD|1|1|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	46	INGENIERIA EN CIBERSEGURIDAD	1	2	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN CIBERSEGURIDAD	1	2	2019	2	1	0	10	0	0	0	0	0	0	0	0	0	0	30	0																		I162S2C46J2V1	I162S2C46J2V1	2|46|2|1	INGENIERIA EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	INGENIERIA EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|2	INGENIERIA EN CIBERSEGURIDAD|1|2|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	46	INGENIERIA EN CIBERSEGURIDAD	1	2	3	3	NO APLICA	4	0	4	1	4	INGENIERO EN CIBERSEGURIDAD	1	2	2019	2	2	4	10	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C46J2V3	I162S2C46J2V3	2|46|2|3	INGENIERIA EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	INGENIERIA EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|2	INGENIERIA EN CIBERSEGURIDAD|1|2|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	46	INGENIERIA EN CIBERSEGURIDAD	3	4	1	3	NO APLICA	4	0	4	1	4	INGENIERO EN CIBERSEGURIDAD	1	2	2020	2	2	4	10	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C46J4V1	I162S2C46J4V1	2|46|4|1	INGENIERIA EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	INGENIERIA EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|4	INGENIERIA EN CIBERSEGURIDAD|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	46	INGENIERIA EN CIBERSEGURIDAD	3	4	3	1	NO APLICA	8	0	8	1	8	INGENIERO EN CIBERSEGURIDAD	1	2	2021	2	1	0	10	0	0	0	0	0	0	0	0	0	0	120	65																		I162S2C46J4V3	I162S2C46J4V3	2|46|4|3	INGENIERIA EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	INGENIERIA EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|4	INGENIERIA EN CIBERSEGURIDAD|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	47	TECNICO EN CIBERSEGURIDAD	1	1	1	1	NO APLICA	5	0	5	1	5	TECNICO EN CIBERSEGURIDAD	1	1	2019	2	1	0	10	0	0	0	1	0	0	1	1	1	1	30	0																		I162S2C47J1V1	I162S2C47J1V1	2|47|1|1	TECNICO EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	TECNICO EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|1	TECNICO EN CIBERSEGURIDAD|1|1|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	47	TECNICO EN CIBERSEGURIDAD	1	2	1	1	NO APLICA	5	0	5	1	5	TECNICO EN CIBERSEGURIDAD	1	1	2019	2	1	0	10	0	0	0	1	0	0	1	1	1	1	30	0																		I162S2C47J2V1	I162S2C47J2V1	2|47|2|1	TECNICO EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	TECNICO EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|2	TECNICO EN CIBERSEGURIDAD|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	47	TECNICO EN CIBERSEGURIDAD	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN CIBERSEGURIDAD	1	1	2020	2	1	0	10	0	0	0	1	0	0	1	1	1	1	80	0																		I162S2C47J4V1	I162S2C47J4V1	2|47|4|1	TECNICO EN CIBERSEGURIDAD	CASA CENTRAL SANTIAGO	TECNICO EN CIBERSEGURIDAD|CASA CENTRAL SANTIAGO|4	TECNICO EN CIBERSEGURIDAD|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	48	TECNICO EN CONTROL INDUSTRIAL	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN CONTROL INDUSTRIAL	1	1	2019	2	1	0	7	0	0	0	0	0	0	1	0	0	0	5	0																		I162S2C48J4V1	I162S2C48J4V1	2|48|4|1	TECNICO EN CONTROL INDUSTRIAL	CASA CENTRAL SANTIAGO	TECNICO EN CONTROL INDUSTRIAL|CASA CENTRAL SANTIAGO|4	TECNICO EN CONTROL INDUSTRIAL|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	53	DIPLOMADO EN CIBERSEGURIDAD APLICADA	2	3	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN CIBERSEGURIDAD APLICADA	3	5	2019	2	2	0	10	0	0	0	0	0	0	0	0	0	0	20	0																		I162S2C53J3V1	I162S2C53J3V1	2|53|3|1	DIPLOMADO EN CIBERSEGURIDAD APLICADA	CASA CENTRAL SANTIAGO	DIPLOMADO EN CIBERSEGURIDAD APLICADA|CASA CENTRAL SANTIAGO|3	DIPLOMADO EN CIBERSEGURIDAD APLICADA|2|3|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	57	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	1	1	1	1	NO APLICA	5	0	5	1	5	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	1	1	2020	2	1	0	10	0	0	0	1	0	0	1	1	1	1	30	0																		I162S2C57J1V1	I162S2C57J1V1	2|57|1|1	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|1	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|1|1|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	57	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	1	2	1	1	NO APLICA	5	0	5	1	5	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	1	1	2020	2	1	0	10	0	0	0	1	0	0	1	1	1	1	30	0																		I162S2C57J2V1	I162S2C57J2V1	2|57|2|1	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|2	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	57	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	1	1	2020	2	1	0	10	0	0	0	1	0	0	1	1	1	1	160	50																		I162S2C57J4V1	I162S2C57J4V1	2|57|4|1	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	CASA CENTRAL SANTIAGO	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|CASA CENTRAL SANTIAGO|4	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	63	DIPLOMADO EN ARQUITECTURA CLOUD	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN ARQUITECTURA CLOUD	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C63J4V1	I162S2C63J4V1	2|63|4|1	DIPLOMADO EN ARQUITECTURA CLOUD	CASA CENTRAL SANTIAGO	DIPLOMADO EN ARQUITECTURA CLOUD|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN ARQUITECTURA CLOUD|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	64	DIPLOMADO EN BACKEND	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN BACKEND	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C64J4V1	I162S2C64J4V1	2|64|4|1	DIPLOMADO EN BACKEND	CASA CENTRAL SANTIAGO	DIPLOMADO EN BACKEND|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN BACKEND|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	65	DIPLOMADO EN FRONTEND	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN FRONTEND	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C65J4V1	I162S2C65J4V1	2|65|4|1	DIPLOMADO EN FRONTEND	CASA CENTRAL SANTIAGO	DIPLOMADO EN FRONTEND|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN FRONTEND|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	66	DIPLOMADO EN FULLSTACK	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN FULLSTACK	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C66J4V1	I162S2C66J4V1	2|66|4|1	DIPLOMADO EN FULLSTACK	CASA CENTRAL SANTIAGO	DIPLOMADO EN FULLSTACK|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN FULLSTACK|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	67	DIPLOMADO EN QUALITY ASSURANCE	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN QUALITY ASSURANCE	3	5	2023	2	2	0	1	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C67J4V1	I162S2C67J4V1	2|67|4|1	DIPLOMADO EN QUALITY ASSURANCE	CASA CENTRAL SANTIAGO	DIPLOMADO EN QUALITY ASSURANCE|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN QUALITY ASSURANCE|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	68	DIPLOMADO EN SEGURIDAD OFENSIVA	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN SEGURIDAD OFENSIVA	3	5	2023	2	2	0	9	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C68J4V1	I162S2C68J4V1	2|68|4|1	DIPLOMADO EN SEGURIDAD OFENSIVA	CASA CENTRAL SANTIAGO	DIPLOMADO EN SEGURIDAD OFENSIVA|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN SEGURIDAD OFENSIVA|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	69	DIPLOMADO INFRAESTRUCTURA CLOUD	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO INFRAESTRUCTURA CLOUD	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C69J4V1	I162S2C69J4V1	2|69|4|1	DIPLOMADO INFRAESTRUCTURA CLOUD	CASA CENTRAL SANTIAGO	DIPLOMADO INFRAESTRUCTURA CLOUD|CASA CENTRAL SANTIAGO|4	DIPLOMADO INFRAESTRUCTURA CLOUD|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	70	DIPLOMADO REDES INDUSTRIALES	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO REDES INDUSTRIALES	3	5	2023	2	2	0	7	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C70J4V1	I162S2C70J4V1	2|70|4|1	DIPLOMADO REDES INDUSTRIALES	CASA CENTRAL SANTIAGO	DIPLOMADO REDES INDUSTRIALES|CASA CENTRAL SANTIAGO|4	DIPLOMADO REDES INDUSTRIALES|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	71	DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES	3	5	2023	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C71J4V1	I162S2C71J4V1	2|71|4|1	DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES	CASA CENTRAL SANTIAGO	DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES|CASA CENTRAL SANTIAGO|4	DIPLOMADO SEGURIDAD EN ARQUITECTURA DE REDES|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	76	INGENIERIA EN ADMINISTRACION DE EMPRESAS	1	1	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN ADMINISTRACION DE EMPRESAS	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C76J1V1	I162S2C76J1V1	2|76|1|1	INGENIERIA EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	INGENIERIA EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|1	INGENIERIA EN ADMINISTRACION DE EMPRESAS|1|1|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	76	INGENIERIA EN ADMINISTRACION DE EMPRESAS	1	2	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN ADMINISTRACION DE EMPRESAS	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	40	0																		I162S2C76J2V1	I162S2C76J2V1	2|76|2|1	INGENIERIA EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	INGENIERIA EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|2	INGENIERIA EN ADMINISTRACION DE EMPRESAS|1|2|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	76	INGENIERIA EN ADMINISTRACION DE EMPRESAS	3	4	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN ADMINISTRACION DE EMPRESAS	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	100	65																		I162S2C76J4V1	I162S2C76J4V1	2|76|4|1	INGENIERIA EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	INGENIERIA EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN ADMINISTRACION DE EMPRESAS|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	76	INGENIERIA EN ADMINISTRACION DE EMPRESAS	3	4	2	3	NO APLICA	4	0	4	1	4	INGENIERO EN ADMINISTRACION DE EMPRESAS	1	2	2024	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C76J4V2	I162S2C76J4V2	2|76|4|2	INGENIERIA EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	INGENIERIA EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN ADMINISTRACION DE EMPRESAS|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	77	INGENIERIA EN LOGISTICA	1	1	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN LOGISTICA	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C77J1V1	I162S2C77J1V1	2|77|1|1	INGENIERIA EN LOGISTICA	CASA CENTRAL SANTIAGO	INGENIERIA EN LOGISTICA|CASA CENTRAL SANTIAGO|1	INGENIERIA EN LOGISTICA|1|1|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	77	INGENIERIA EN LOGISTICA	1	2	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN LOGISTICA	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C77J2V1	I162S2C77J2V1	2|77|2|1	INGENIERIA EN LOGISTICA	CASA CENTRAL SANTIAGO	INGENIERIA EN LOGISTICA|CASA CENTRAL SANTIAGO|2	INGENIERIA EN LOGISTICA|1|2|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	77	INGENIERIA EN LOGISTICA	3	4	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN LOGISTICA	1	2	2024	2	1	0	1	0	0	0	0	0	0	0	0	0	0	100	50																		I162S2C77J4V1	I162S2C77J4V1	2|77|4|1	INGENIERIA EN LOGISTICA	CASA CENTRAL SANTIAGO	INGENIERIA EN LOGISTICA|CASA CENTRAL SANTIAGO|4	INGENIERIA EN LOGISTICA|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	77	INGENIERIA EN LOGISTICA	3	4	2	3	NO APLICA	4	0	4	1	4	INGENIERO EN LOGISTICA	1	2	2024	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C77J4V2	I162S2C77J4V2	2|77|4|2	INGENIERIA EN LOGISTICA	CASA CENTRAL SANTIAGO	INGENIERIA EN LOGISTICA|CASA CENTRAL SANTIAGO|4	INGENIERIA EN LOGISTICA|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	78	TECNICO EN ADMINISTRACION DE EMPRESAS	1	1	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ADMINISTRACION DE EMPRESAS	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	25	0																		I162S2C78J1V1	I162S2C78J1V1	2|78|1|1	TECNICO EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	TECNICO EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|1	TECNICO EN ADMINISTRACION DE EMPRESAS|1|1|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	78	TECNICO EN ADMINISTRACION DE EMPRESAS	1	2	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ADMINISTRACION DE EMPRESAS	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	25	0																		I162S2C78J2V1	I162S2C78J2V1	2|78|2|1	TECNICO EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	TECNICO EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|2	TECNICO EN ADMINISTRACION DE EMPRESAS|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	78	TECNICO EN ADMINISTRACION DE EMPRESAS	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ADMINISTRACION DE EMPRESAS	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	80	0																		I162S2C78J4V1	I162S2C78J4V1	2|78|4|1	TECNICO EN ADMINISTRACION DE EMPRESAS	CASA CENTRAL SANTIAGO	TECNICO EN ADMINISTRACION DE EMPRESAS|CASA CENTRAL SANTIAGO|4	TECNICO EN ADMINISTRACION DE EMPRESAS|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	79	TECNICO EN LOGISTICA	1	1	1	1	NO APLICA	5	0	5	1	5	TECNICO EN LOGISTICA	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	25	0																		I162S2C79J1V1	I162S2C79J1V1	2|79|1|1	TECNICO EN LOGISTICA	CASA CENTRAL SANTIAGO	TECNICO EN LOGISTICA|CASA CENTRAL SANTIAGO|1	TECNICO EN LOGISTICA|1|1|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	79	TECNICO EN LOGISTICA	1	2	1	1	NO APLICA	5	0	5	1	5	TECNICO EN LOGISTICA	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	25	0																		I162S2C79J2V1	I162S2C79J2V1	2|79|2|1	TECNICO EN LOGISTICA	CASA CENTRAL SANTIAGO	TECNICO EN LOGISTICA|CASA CENTRAL SANTIAGO|2	TECNICO EN LOGISTICA|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	79	TECNICO EN LOGISTICA	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN LOGISTICA	1	1	2024	2	1	0	1	1	0	0	1	1	0	1	0	1	1	80	0																		I162S2C79J4V1	I162S2C79J4V1	2|79|4|1	TECNICO EN LOGISTICA	CASA CENTRAL SANTIAGO	TECNICO EN LOGISTICA|CASA CENTRAL SANTIAGO|4	TECNICO EN LOGISTICA|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	83	ADMINISTRACION PUBLICA	3	4	1	1	NO APLICA	8	0	8	1	8	ADMINISTRADOR PUBLICO	1	2	2025	2	1	0	1	0	0	0	0	0	0	0	0	0	0	90	45																		I162S2C83J4V1	I162S2C83J4V1	2|83|4|1	ADMINISTRACION PUBLICA	CASA CENTRAL SANTIAGO	ADMINISTRACION PUBLICA|CASA CENTRAL SANTIAGO|4	ADMINISTRACION PUBLICA|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	83	ADMINISTRACION PUBLICA	3	4	2	3	NO APLICA	4	0	4	1	4	ADMINISTRADOR PUBLICO	1	2	2025	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C83J4V2	I162S2C83J4V2	2|83|4|2	ADMINISTRACION PUBLICA	CASA CENTRAL SANTIAGO	ADMINISTRACION PUBLICA|CASA CENTRAL SANTIAGO|4	ADMINISTRACION PUBLICA|3|4|3|4|1|2	OK	OK	OK	OK	
